Age,Attrition,BusinessTravel,DailyRate,i,Education,EducationField,Gender,HourlyRate,JobLevel,]=,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,OverTime,PercentSalaryHike,PerformanceRating,StandardHours,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
38,No,Travel_Rarely,1245,Sales,3,Life Sciences,Male,80,2,Sales Executive,2,Married,9924,12355,No,11,3,80,10,3,3,9,8,7
38,No,Travel_Rarely,437,Sales,3,Life Sciences,Female,90,2,Sales Executive,2,Single,4198,16379,No,12,3,80,8,5,4,3,2,1
36,No,Travel_Rarely,884,Sales,4,Life Sciences,Female,73,2,Sales Executive,3,Single,6815,21447,No,13,3,80,15,5,3,1,0,0
29,No,Travel_Rarely,1370,Research & Development,1,Medical,Male,87,1,Laboratory Technician,1,Single,4723,16213,Yes,18,3,80,10,3,3,10,9,1
35,No,Travel_Rarely,670,Research & Development,4,Medical,Female,51,2,Healthcare Representative,3,Single,6142,4223,Yes,16,3,80,10,4,3,5,2,0
39,No,Travel_Rarely,1462,Sales,3,Medical,Male,38,3,Sales Executive,3,Married,8237,4658,No,11,3,80,11,3,3,7,6,7
29,No,Travel_Frequently,995,Research & Development,1,Life Sciences,Male,87,2,Healthcare Representative,4,Divorced,8853,24483,No,19,3,80,6,0,4,6,4,1
50,No,Travel_Rarely,264,Sales,3,Marketing,Male,59,5,Manager,3,Married,19331,19519,Yes,16,3,80,27,2,3,1,0,0
23,No,Travel_Rarely,977,Research & Development,3,Technical Degree,Male,45,1,Research Scientist,3,Married,2073,12826,No,16,3,80,4,2,3,2,2,2
36,No,Travel_Frequently,1302,Research & Development,4,Life Sciences,Male,80,2,Laboratory Technician,1,Married,5562,19711,Yes,13,3,80,9,3,3,3,2,0
42,No,Travel_Rarely,1059,Research & Development,2,Other,Male,93,5,Manager,4,Single,19613,26362,No,22,4,80,24,2,3,1,0,0
35,No,Travel_Rarely,750,Research & Development,3,Life Sciences,Male,46,2,Laboratory Technician,3,Married,3407,25348,No,17,3,80,10,3,2,10,9,6
34,No,Travel_Frequently,653,Research & Development,4,Technical Degree,Male,92,2,Healthcare Representative,3,Married,5063,15332,No,14,3,80,8,3,2,8,2,7
40,No,Travel_Rarely,118,Sales,2,Life Sciences,Female,84,2,Sales Executive,1,Married,4639,11262,No,15,3,80,5,2,3,5,4,1
43,No,Travel_Rarely,990,Research & Development,3,Technical Degree,Male,87,1,Laboratory Technician,2,Divorced,4876,5855,No,12,3,80,8,0,3,6,4,0
35,No,Travel_Rarely,1349,Research & Development,2,Life Sciences,Male,63,1,Laboratory Technician,4,Married,2690,7713,No,18,3,80,1,5,2,1,0,0
46,No,Travel_Rarely,563,Sales,4,Life Sciences,Male,56,4,Manager,1,Single,17567,3156,No,15,3,80,27,5,1,26,0,0
28,Yes,Travel_Rarely,329,Research & Development,3,Medical,Male,51,1,Laboratory Technician,2,Married,2408,7324,Yes,17,3,80,1,3,3,1,1,0
22,No,Non-Travel,457,Research & Development,2,Other,Female,85,1,Research Scientist,3,Married,2814,10293,Yes,14,3,80,4,2,2,4,2,1
50,No,Travel_Frequently,1234,Research & Development,5,Medical,Male,41,4,Healthcare Representative,3,Married,11245,20689,Yes,15,3,80,32,3,3,30,8,12
32,No,Travel_Rarely,634,Research & Development,4,Other,Female,35,1,Research Scientist,4,Married,3312,18783,No,17,3,80,6,3,3,3,2,0
44,No,Travel_Rarely,1313,Research & Development,3,Medical,Female,31,5,Research Director,4,Divorced,19049,3549,Yes,14,3,80,23,4,2,22,7,1
30,No,Travel_Rarely,241,Research & Development,3,Medical,Male,48,1,Research Scientist,2,Married,2141,5348,No,12,3,80,6,3,2,6,4,1
45,No,Travel_Rarely,1015,Research & Development,5,Medical,Female,50,2,Laboratory Technician,1,Single,5769,23447,Yes,14,3,80,10,3,3,10,7,1
45,No,Non-Travel,336,Sales,3,Marketing,Male,52,2,Sales Executive,1,Married,4385,24162,No,15,3,80,10,2,3,10,7,4
31,No,Travel_Frequently,715,Sales,4,Other,Male,54,2,Sales Executive,1,Single,5332,21602,No,13,3,80,10,3,3,5,2,0
36,No,Travel_Rarely,559,Research & Development,4,Life Sciences,Female,76,2,Manufacturing Director,3,Married,4663,12421,Yes,12,3,80,7,2,3,3,2,1
34,No,Travel_Frequently,426,Research & Development,4,Life Sciences,Male,42,2,Manufacturing Director,4,Divorced,4724,17000,No,13,3,80,9,3,3,9,7,7
49,No,Travel_Rarely,722,Research & Development,4,Life Sciences,Female,84,1,Laboratory Technician,1,Married,3211,22102,No,14,3,80,10,3,2,9,6,1
39,No,Travel_Rarely,1387,Research & Development,5,Medical,Male,76,2,Manufacturing Director,1,Married,5377,3835,No,13,3,80,10,3,3,7,7,7
27,No,Travel_Rarely,1302,Research & Development,3,Other,Male,67,1,Laboratory Technician,1,Divorced,4066,16290,No,11,3,80,7,3,3,7,7,0
35,No,Travel_Rarely,819,Research & Development,5,Life Sciences,Male,48,2,Research Scientist,1,Married,5208,26312,No,11,3,80,16,2,3,16,15,1
28,No,Travel_Rarely,580,Research & Development,3,Medical,Female,39,2,Manufacturing Director,1,Divorced,4877,20460,No,21,4,80,6,5,2,5,3,0
21,No,Travel_Rarely,546,Research & Development,1,Medical,Male,97,1,Research Scientist,4,Single,3117,26009,No,18,3,80,3,2,3,2,2,2
18,Yes,Travel_Frequently,544,Sales,2,Medical,Female,70,1,Sales Representative,4,Single,1569,18420,Yes,12,3,80,0,2,4,0,0,0
47,No,Travel_Rarely,1176,Human Resources,4,Life Sciences,Female,98,5,Manager,3,Married,19658,5220,No,11,3,80,27,2,3,5,2,1
39,No,Travel_Rarely,170,Research & Development,2,Medical,Male,76,2,Laboratory Technician,3,Divorced,3069,10302,No,15,3,80,11,3,3,10,8,0
40,No,Travel_Rarely,884,Research & Development,3,Life Sciences,Female,80,3,Manufacturing Director,3,Married,10435,25800,No,13,3,80,18,2,3,18,15,14
35,No,Non-Travel,208,Research & Development,4,Life Sciences,Female,52,2,Healthcare Representative,3,Married,4148,12250,No,12,3,80,15,5,3,14,11,2
37,No,Travel_Rarely,671,Research & Development,3,Life Sciences,Male,85,2,Manufacturing Director,3,Married,5768,26493,No,17,3,80,9,2,2,4,3,0
39,No,Travel_Frequently,711,Research & Development,3,Medical,Female,81,2,Manufacturing Director,3,Single,5042,3140,No,13,3,80,10,2,1,9,2,3
45,No,Travel_Rarely,1329,Research & Development,2,Other,Female,59,2,Manufacturing Director,4,Divorced,5770,5388,No,19,3,80,10,3,3,10,7,3
38,No,Travel_Rarely,397,Research & Development,2,Medical,Female,54,3,Manufacturing Director,3,Married,7756,14199,Yes,19,3,80,10,6,4,5,4,0
35,Yes,Travel_Rarely,737,Sales,3,Medical,Male,55,3,Sales Executive,1,Married,10306,21530,No,17,3,80,15,3,3,13,12,6
37,No,Travel_Rarely,1470,Research & Development,3,Medical,Female,71,1,Research Scientist,2,Married,3936,9953,No,11,3,80,8,2,1,8,4,7
40,No,Travel_Rarely,448,Research & Development,3,Life Sciences,Female,84,3,Manufacturing Director,4,Single,7945,19948,Yes,15,3,80,18,2,2,4,2,3
44,No,Travel_Frequently,602,Human Resources,5,Human Resources,Male,37,2,Human Resources,4,Married,5743,10503,Yes,11,3,80,14,3,3,10,7,0
48,No,Travel_Frequently,365,Research & Development,5,Medical,Male,89,4,Manager,4,Married,15202,5602,No,25,4,80,23,3,3,2,2,2
35,Yes,Travel_Rarely,763,Sales,2,Medical,Male,59,2,Sales Executive,4,Divorced,5440,22098,Yes,14,3,80,7,2,2,2,2,2
24,No,Travel_Frequently,567,Research & Development,1,Technical Degree,Female,32,1,Research Scientist,4,Single,3760,17218,Yes,13,3,80,6,2,3,6,3,1
27,No,Travel_Rarely,486,Research & Development,3,Medical,Female,86,1,Research Scientist,3,Married,3517,22490,No,17,3,80,5,0,3,3,2,0
27,No,Travel_Frequently,591,Research & Development,3,Medical,Male,87,1,Research Scientist,4,Single,2580,6297,No,13,3,80,6,0,2,4,2,1
40,Yes,Travel_Rarely,1329,Research & Development,3,Life Sciences,Male,73,1,Laboratory Technician,1,Single,2166,3339,Yes,14,3,80,10,3,1,4,2,0
29,No,Travel_Rarely,469,Sales,3,Medical,Male,42,2,Sales Executive,3,Single,5869,23413,No,11,3,80,8,2,3,5,2,1
36,No,Travel_Rarely,711,Research & Development,4,Life Sciences,Female,42,3,Healthcare Representative,1,Married,8008,22792,No,12,3,80,9,6,3,3,2,0
25,No,Travel_Frequently,772,Research & Development,1,Life Sciences,Male,77,2,Manufacturing Director,3,Divorced,5206,4973,No,17,3,80,7,6,3,7,7,0
39,No,Travel_Rarely,492,Research & Development,3,Medical,Male,66,2,Manufacturing Director,2,Married,5295,7693,No,21,4,80,7,3,3,5,4,1
49,No,Travel_Rarely,301,Research & Development,4,Other,Female,72,4,Research Director,2,Married,16413,3498,No,16,3,80,27,2,3,4,2,1
50,No,Travel_Rarely,813,Research & Development,5,Life Sciences,Female,50,3,Research Director,1,Divorced,13269,21981,No,15,3,80,19,3,3,14,11,1
20,No,Travel_Rarely,1141,Sales,3,Medical,Female,31,1,Sales Representative,3,Single,2783,13251,No,19,3,80,2,3,3,2,2,2
34,No,Travel_Rarely,1130,Research & Development,3,Life Sciences,Female,66,2,Research Scientist,2,Divorced,5433,19332,No,12,3,80,11,2,3,11,8,7
36,No,Travel_Rarely,311,Research & Development,3,Life Sciences,Male,77,1,Laboratory Technician,2,Single,2013,10950,No,11,3,80,15,4,3,4,3,1
49,No,Travel_Rarely,465,Research & Development,1,Life Sciences,Female,41,4,Healthcare Representative,3,Married,13966,11652,Yes,19,3,80,30,3,3,15,11,2
36,No,Non-Travel,894,Research & Development,4,Medical,Female,33,2,Manufacturing Director,3,Married,4374,15411,No,15,3,80,4,6,3,3,2,1
36,No,Travel_Rarely,1040,Research & Development,2,Life Sciences,Male,79,2,Healthcare Representative,1,Divorced,6842,26308,No,20,4,80,13,3,3,5,4,0
54,No,Travel_Rarely,584,Research & Development,5,Medical,Female,91,4,Manager,3,Married,17426,18685,No,25,4,80,36,6,3,10,8,4
43,No,Travel_Rarely,1291,Research & Development,2,Life Sciences,Male,65,4,Research Director,3,Married,17603,3525,No,24,4,80,14,3,3,14,10,6
35,Yes,Travel_Frequently,880,Sales,4,Other,Male,36,2,Sales Executive,4,Single,4581,10414,Yes,24,4,80,13,2,4,11,9,6
38,No,Travel_Frequently,1189,Research & Development,3,Life Sciences,Male,90,2,Research Scientist,4,Married,4735,9867,No,15,3,80,19,4,4,13,11,2
29,No,Travel_Rarely,991,Sales,3,Medical,Male,43,2,Sales Executive,2,Divorced,4187,3356,Yes,13,3,80,10,3,2,10,0,0
33,No,Travel_Rarely,392,Sales,4,Medical,Male,93,2,Sales Executive,4,Divorced,5505,3921,No,14,3,80,6,5,3,6,2,0
32,No,Travel_Rarely,977,Research & Development,3,Medical,Male,45,2,Research Scientist,2,Divorced,5470,25518,No,13,3,80,10,4,2,9,5,1
31,No,Travel_Rarely,1112,Sales,4,Life Sciences,Female,67,2,Sales Executive,4,Married,5476,22589,No,11,3,80,10,2,3,10,0,0
49,No,Travel_Rarely,464,Research & Development,3,Medical,Female,74,1,Laboratory Technician,1,Divorced,2587,24941,Yes,16,3,80,17,2,2,2,2,2
38,No,Travel_Frequently,148,Research & Development,3,Medical,Female,42,1,Laboratory Technician,2,Single,2440,23826,No,22,4,80,4,3,3,4,3,3
47,No,Travel_Rarely,1225,Sales,4,Life Sciences,Female,47,4,Manager,2,Divorced,15972,21086,No,14,3,80,29,2,3,3,2,1
49,No,Travel_Rarely,809,Research & Development,3,Life Sciences,Male,36,4,Manager,3,Single,15379,22384,No,14,3,80,23,2,3,8,7,0
41,No,Travel_Rarely,1206,Sales,2,Life Sciences,Male,80,3,Sales Executive,3,Single,7082,11591,Yes,16,3,80,21,2,3,2,0,0
20,No,Travel_Rarely,727,Sales,1,Life Sciences,Male,54,1,Sales Representative,1,Single,2728,21082,No,11,3,80,2,3,3,2,2,0
33,No,Non-Travel,530,Sales,3,Life Sciences,Female,36,2,Sales Executive,4,Divorced,5368,16130,Yes,25,4,80,7,2,3,6,5,1
36,No,Travel_Rarely,1351,Research & Development,4,Life Sciences,Male,80,2,Healthcare Representative,3,Married,5347,7419,No,14,3,80,10,2,2,3,2,0
44,No,Travel_Rarely,528,Human Resources,3,Life Sciences,Female,44,1,Human Resources,4,Divorced,3195,4167,Yes,18,3,80,8,2,3,2,2,2
23,Yes,Travel_Rarely,1320,Research & Development,1,Medical,Male,93,1,Laboratory Technician,3,Single,3989,20586,Yes,11,3,80,5,2,3,5,4,1
38,No,Travel_Rarely,1495,Research & Development,2,Medical,Female,87,1,Laboratory Technician,3,Married,3306,26176,No,19,3,80,7,5,2,0,0,0
53,No,Travel_Rarely,1395,Research & Development,4,Medical,Male,48,3,Healthcare Representative,4,Married,7005,3458,No,15,3,80,11,2,3,4,3,1
48,Yes,Travel_Frequently,708,Sales,2,Medical,Female,95,1,Sales Representative,3,Married,2655,11740,Yes,11,3,80,19,3,3,9,7,7
32,Yes,Travel_Rarely,1259,Research & Development,4,Life Sciences,Male,95,1,Laboratory Technician,2,Single,1393,24852,No,12,3,80,1,2,3,1,0,0
26,No,Non-Travel,786,Research & Development,3,Medical,Male,76,1,Laboratory Technician,4,Single,2570,11925,No,20,4,80,7,5,3,7,7,5
55,No,Travel_Rarely,1441,Research & Development,3,Technical Degree,Male,94,1,Research Scientist,2,Divorced,3537,23737,No,12,3,80,8,1,3,4,2,1
34,No,Travel_Rarely,1157,Research & Development,2,Medical,Male,57,2,Laboratory Technician,4,Married,3986,11912,No,14,3,80,15,3,4,15,10,4
60,No,Travel_Rarely,370,Research & Development,4,Medical,Male,92,3,Healthcare Representative,4,Divorced,10883,20467,No,20,4,80,19,2,4,1,0,0
33,No,Travel_Rarely,267,Research & Development,3,Medical,Male,79,1,Laboratory Technician,2,Married,2028,13637,No,18,3,80,14,6,3,14,11,2
37,No,Travel_Frequently,1278,Sales,4,Medical,Male,31,2,Sales Executive,4,Divorced,9525,7677,No,14,3,80,6,2,2,6,3,1
34,No,Travel_Rarely,678,Research & Development,3,Life Sciences,Female,35,1,Research Scientist,4,Married,2929,20338,No,12,3,80,10,3,3,10,9,8
23,Yes,Travel_Rarely,427,Sales,3,Life Sciences,Male,99,1,Sales Representative,4,Divorced,2275,25103,Yes,21,4,80,3,2,3,3,2,0
44,No,Travel_Rarely,921,Research & Development,3,Life Sciences,Female,96,3,Healthcare Representative,4,Married,7879,14810,Yes,19,3,80,9,2,3,8,7,6
35,No,Travel_Frequently,146,Research & Development,4,Medical,Male,79,1,Research Scientist,4,Single,4930,13970,Yes,14,3,80,6,2,4,5,4,1
43,No,Travel_Rarely,1179,Sales,3,Medical,Male,73,2,Sales Executive,4,Married,7847,6069,Yes,17,3,80,10,3,3,10,9,8
24,No,Travel_Rarely,581,Research & Development,3,Medical,Male,62,1,Research Scientist,3,Married,4401,17616,No,16,3,80,5,1,3,5,3,0
41,No,Travel_Rarely,918,Sales,3,Marketing,Male,35,3,Sales Executive,3,Single,9241,15869,No,12,3,80,10,3,3,10,8,8
29,No,Travel_Rarely,1082,Research & Development,4,Medical,Female,43,1,Laboratory Technician,3,Married,2974,25412,No,17,3,80,9,2,3,5,3,1
36,No,Travel_Rarely,530,Sales,4,Life Sciences,Female,51,2,Sales Representative,4,Single,4502,7439,No,15,3,80,17,2,2,13,7,6
45,No,Non-Travel,1238,Research & Development,1,Life Sciences,Male,74,3,Healthcare Representative,3,Married,10748,3395,No,23,4,80,25,3,2,23,15,14
24,Yes,Travel_Rarely,240,Human Resources,1,Human Resources,Male,58,1,Human Resources,3,Married,1555,11585,No,11,3,80,1,2,3,1,0,0
47,Yes,Travel_Frequently,1093,Sales,3,Life Sciences,Male,82,4,Sales Executive,3,Married,12936,24164,No,11,3,80,25,3,1,23,5,14
26,No,Travel_Rarely,390,Research & Development,4,Medical,Male,62,1,Laboratory Technician,3,Married,2305,6217,No,15,3,80,3,3,4,3,2,0
45,No,Travel_Rarely,1005,Research & Development,2,Technical Degree,Female,48,4,Research Director,2,Single,16704,17119,No,11,3,80,21,2,3,21,6,8
32,No,Travel_Frequently,585,Research & Development,3,Life Sciences,Male,56,1,Research Scientist,3,Married,3433,17360,No,13,3,80,10,3,2,5,2,1
31,No,Travel_Rarely,741,Research & Development,4,Life Sciences,Male,69,1,Laboratory Technician,3,Married,3477,18103,No,14,3,80,6,2,4,5,2,0
41,No,Non-Travel,552,Human Resources,3,Human Resources,Male,60,2,Human Resources,2,Married,6430,20794,No,19,3,80,10,4,3,3,2,1
40,No,Travel_Rarely,369,Research & Development,2,Life Sciences,Female,92,2,Manufacturing Director,1,Married,6516,5041,Yes,16,3,80,18,3,3,1,0,0
24,No,Travel_Rarely,506,Research & Development,1,Medical,Male,91,1,Laboratory Technician,1,Divorced,3907,3622,No,13,3,80,6,2,4,6,2,1
46,No,Travel_Rarely,717,Research & Development,4,Life Sciences,Male,34,2,Healthcare Representative,2,Single,5562,9697,No,14,3,80,19,3,3,10,7,0
35,No,Travel_Rarely,1370,Research & Development,4,Life Sciences,Male,49,2,Manufacturing Director,3,Married,6883,5151,No,16,3,80,17,3,3,7,7,0
30,No,Travel_Rarely,793,Research & Development,1,Life Sciences,Male,33,1,Research Scientist,4,Married,2862,3811,No,12,3,80,10,2,2,10,0,0
47,No,Non-Travel,543,Sales,4,Marketing,Male,87,2,Sales Executive,2,Married,4978,3536,No,11,3,80,4,3,1,1,0,0
46,No,Travel_Rarely,1277,Sales,3,Life Sciences,Male,74,3,Sales Executive,4,Divorced,10368,5596,Yes,12,3,80,13,5,2,10,6,0
36,Yes,Travel_Rarely,1456,Sales,5,Marketing,Male,96,2,Sales Executive,1,Divorced,6134,8658,Yes,13,3,80,16,3,3,2,2,2
32,Yes,Travel_Rarely,964,Sales,2,Life Sciences,Male,34,2,Sales Executive,2,Single,6735,12147,No,15,3,80,10,2,3,0,0,0
23,No,Travel_Rarely,160,Research & Development,1,Medical,Female,51,1,Laboratory Technician,2,Single,3295,12862,No,13,3,80,3,3,1,3,2,1
31,No,Travel_Frequently,163,Research & Development,1,Technical Degree,Female,30,2,Manufacturing Director,4,Single,5238,6670,No,20,4,80,9,3,2,5,4,1
39,No,Non-Travel,792,Research & Development,3,Life Sciences,Male,77,2,Laboratory Technician,4,Married,6472,8989,Yes,15,3,80,9,2,3,9,8,5
32,No,Travel_Rarely,371,Sales,3,Life Sciences,Male,80,3,Sales Executive,3,Married,9610,3840,No,13,3,80,10,2,1,4,3,0
40,No,Travel_Rarely,611,Sales,4,Medical,Male,88,5,Manager,2,Single,19833,4349,No,14,3,80,21,3,2,21,8,12
45,No,Travel_Rarely,176,Human Resources,3,Life Sciences,Female,56,3,Human Resources,3,Married,9756,6595,No,21,4,80,9,2,4,5,0,0
30,No,Travel_Frequently,1312,Research & Development,4,Technical Degree,Female,78,1,Research Scientist,1,Single,4968,26427,No,16,3,80,10,2,3,9,7,0
24,No,Travel_Frequently,897,Human Resources,3,Medical,Male,59,1,Human Resources,4,Married,2145,2097,No,14,3,80,3,2,3,2,2,2
30,Yes,Travel_Frequently,600,Human Resources,3,Human Resources,Female,66,1,Human Resources,4,Divorced,2180,9732,No,11,3,80,6,0,2,4,2,1
31,No,Travel_Rarely,1003,Sales,3,Technical Degree,Male,51,2,Sales Executive,3,Married,8346,20943,No,19,3,80,6,3,3,5,2,0
27,No,Travel_Rarely,1054,Research & Development,3,Medical,Female,67,1,Research Scientist,4,Single,3445,6152,No,11,3,80,6,5,2,6,2,1
29,Yes,Travel_Rarely,428,Sales,3,Marketing,Female,52,1,Sales Representative,2,Single,2760,14630,No,13,3,80,2,3,3,2,2,2
29,No,Travel_Frequently,461,Research & Development,3,Life Sciences,Male,70,2,Healthcare Representative,3,Single,6294,23060,Yes,12,3,80,10,5,4,3,2,0
30,No,Travel_Rarely,979,Sales,2,Marketing,Male,94,3,Sales Executive,1,Divorced,7140,3088,No,11,3,80,12,2,3,7,7,1
34,No,Travel_Rarely,181,Research & Development,4,Medical,Male,97,1,Research Scientist,4,Married,2932,5586,Yes,14,3,80,6,3,3,5,0,1
33,No,Non-Travel,1283,Sales,3,Marketing,Female,62,2,Sales Executive,2,Single,5147,10697,No,15,3,80,13,2,2,11,7,1
49,No,Travel_Rarely,1313,Sales,4,Marketing,Female,80,2,Sales Executive,4,Single,4507,8191,No,12,3,80,8,1,4,5,1,0
33,Yes,Travel_Rarely,211,Sales,3,Life Sciences,Female,74,3,Sales Executive,1,Single,8564,10092,Yes,20,4,80,11,2,2,0,0,0
38,No,Travel_Frequently,594,Research & Development,2,Medical,Female,75,1,Laboratory Technician,2,Married,2468,15963,No,14,3,80,9,4,2,6,1,0
31,Yes,Travel_Rarely,1079,Sales,4,Marketing,Male,70,3,Sales Executive,3,Married,8161,19002,No,13,3,80,10,2,3,1,0,0
29,No,Travel_Rarely,590,Research & Development,3,Technical Degree,Female,91,1,Research Scientist,1,Divorced,2109,10007,No,13,3,80,1,2,3,1,0,0
30,No,Travel_Rarely,305,Research & Development,3,Life Sciences,Male,58,2,Healthcare Representative,3,Married,5294,9128,No,16,3,80,10,3,3,7,0,1
32,No,Non-Travel,953,Research & Development,4,Technical Degree,Male,65,1,Research Scientist,2,Single,2718,17674,No,14,3,80,12,3,3,7,7,0
38,No,Travel_Rarely,833,Research & Development,3,Medical,Male,60,2,Healthcare Representative,4,Married,5811,24539,Yes,16,3,80,15,2,3,1,0,1
43,Yes,Travel_Frequently,807,Research & Development,3,Technical Degree,Male,38,1,Research Scientist,3,Married,2437,15587,Yes,16,3,80,6,4,3,1,0,0
42,No,Travel_Rarely,855,Research & Development,3,Medical,Male,57,1,Laboratory Technician,2,Divorced,2766,8952,No,22,4,80,7,6,2,5,3,0
55,No,Travel_Rarely,478,Research & Development,3,Medical,Male,60,5,Research Director,1,Married,19038,19805,No,12,3,80,34,2,3,1,0,0
33,No,Non-Travel,775,Research & Development,3,Technical Degree,Male,90,2,Research Scientist,2,Divorced,3055,6194,No,15,3,80,11,2,2,9,8,1
41,No,Travel_Rarely,548,Research & Development,4,Life Sciences,Male,94,1,Laboratory Technician,1,Divorced,2289,20520,No,20,4,80,5,2,3,5,3,0
34,No,Non-Travel,1375,Sales,3,Life Sciences,Male,87,2,Sales Executive,3,Divorced,4001,12313,Yes,14,3,80,15,3,3,15,14,0
53,No,Non-Travel,661,Research & Development,4,Medical,Female,60,4,Manufacturing Director,3,Married,12965,22308,Yes,20,4,80,27,2,2,3,2,0
43,No,Travel_Rarely,244,Human Resources,3,Life Sciences,Male,97,1,Human Resources,4,Single,3539,5033,No,13,3,80,10,5,3,9,7,1
34,No,Travel_Rarely,511,Sales,2,Life Sciences,Female,32,2,Sales Executive,4,Single,6029,25353,No,12,3,80,6,3,3,2,2,2
21,Yes,Travel_Rarely,337,Sales,1,Marketing,Male,31,1,Sales Representative,2,Single,2679,4567,No,13,3,80,1,3,3,1,0,1
38,No,Travel_Rarely,1153,Research & Development,2,Other,Female,40,1,Laboratory Technician,3,Married,3702,16376,No,11,3,80,5,3,3,5,4,0
22,Yes,Travel_Rarely,1294,Research & Development,1,Medical,Female,79,1,Laboratory Technician,1,Married,2398,15999,Yes,17,3,80,1,6,3,1,0,0
31,No,Travel_Rarely,196,Sales,4,Marketing,Female,91,2,Sales Executive,4,Married,5468,13402,No,14,3,80,13,3,3,12,7,5
51,No,Travel_Rarely,942,Research & Development,3,Technical Degree,Female,53,3,Manager,3,Married,13116,22984,No,11,3,80,15,2,3,2,2,2
37,No,Travel_Rarely,589,Sales,2,Marketing,Male,46,2,Sales Executive,2,Married,4189,8800,No,14,3,80,5,2,3,5,2,0
46,No,Travel_Rarely,734,Research & Development,4,Medical,Male,46,5,Research Director,4,Divorced,19328,14218,Yes,17,3,80,24,3,3,2,1,2
36,No,Travel_Rarely,1383,Research & Development,3,Life Sciences,Male,90,3,Healthcare Representative,1,Married,8321,25949,Yes,13,3,80,15,1,3,12,8,5
44,Yes,Travel_Frequently,429,Research & Development,2,Medical,Male,99,1,Research Scientist,2,Divorced,2342,11092,Yes,12,3,80,6,2,2,5,3,2
37,No,Travel_Rarely,1239,Human Resources,2,Other,Male,89,2,Human Resources,2,Divorced,4071,12832,No,13,3,80,19,4,2,10,0,4
35,Yes,Travel_Rarely,303,Sales,3,Life Sciences,Male,84,2,Sales Executive,4,Single,5813,13492,Yes,18,3,80,10,2,3,10,7,7
33,No,Travel_Rarely,867,Research & Development,4,Life Sciences,Male,90,1,Research Scientist,1,Married,3143,6076,No,19,3,80,14,1,3,10,8,7
28,No,Travel_Rarely,1181,Research & Development,3,Life Sciences,Male,82,1,Research Scientist,4,Married,2044,5531,No,11,3,80,5,6,4,5,3,0
39,No,Travel_Rarely,1253,Research & Development,1,Medical,Male,65,3,Research Director,3,Single,13464,7914,No,21,4,80,9,3,3,4,3,2
46,No,Non-Travel,849,Sales,2,Life Sciences,Male,98,2,Sales Executive,2,Single,7991,25166,No,15,3,80,6,3,3,2,2,2
40,No,Travel_Rarely,616,Research & Development,2,Life Sciences,Female,99,1,Laboratory Technician,1,Married,3377,25605,No,17,3,80,7,5,2,4,3,0
42,No,Travel_Rarely,1128,Research & Development,3,Medical,Male,95,2,Healthcare Representative,1,Married,5538,5696,No,18,3,80,10,2,2,0,0,0
35,No,Non-Travel,1180,Research & Development,2,Medical,Male,90,2,Manufacturing Director,4,Divorced,5762,24442,No,14,3,80,15,6,3,7,7,1
38,No,Non-Travel,1336,Human Resources,3,Human Resources,Male,100,1,Human Resources,2,Divorced,2592,7129,No,13,3,80,13,3,3,11,10,3
34,Yes,Travel_Frequently,234,Research & Development,4,Life Sciences,Male,93,2,Laboratory Technician,1,Married,5346,6208,No,17,3,80,11,3,2,7,1,0
37,Yes,Travel_Rarely,370,Research & Development,4,Medical,Male,58,2,Manufacturing Director,1,Single,4213,4992,No,15,3,80,10,4,1,10,3,0
39,No,Travel_Frequently,766,Sales,3,Life Sciences,Male,83,2,Sales Executive,4,Divorced,4127,19188,No,18,3,80,7,6,3,2,1,2
43,No,Non-Travel,343,Research & Development,3,Life Sciences,Male,52,1,Research Scientist,3,Single,2438,24978,No,13,3,80,7,2,2,3,2,1
41,No,Travel_Rarely,447,Research & Development,3,Life Sciences,Male,85,2,Healthcare Representative,2,Single,6870,15530,No,12,3,80,11,3,1,3,2,1
41,No,Travel_Rarely,796,Sales,1,Marketing,Female,81,3,Sales Executive,3,Divorced,10447,26458,Yes,13,3,80,23,3,4,22,14,13
30,No,Travel_Rarely,1092,Research & Development,3,Medical,Female,64,3,Manufacturing Director,3,Single,9667,2739,No,14,3,80,9,3,3,7,7,0
26,Yes,Travel_Rarely,920,Human Resources,2,Medical,Female,69,1,Human Resources,2,Married,2148,6889,Yes,11,3,80,6,3,3,5,1,1
46,Yes,Travel_Rarely,261,Research & Development,2,Medical,Female,66,2,Healthcare Representative,2,Married,8926,10842,No,22,4,80,13,2,4,9,7,3
40,No,Travel_Rarely,1194,Research & Development,3,Life Sciences,Female,52,2,Healthcare Representative,4,Divorced,6513,9060,No,17,3,80,12,3,3,5,3,0
34,No,Travel_Rarely,810,Sales,2,Technical Degree,Male,92,2,Sales Executive,3,Married,6799,22128,No,21,4,80,10,5,3,10,8,4
58,No,Non-Travel,350,Sales,3,Medical,Male,52,4,Manager,2,Divorced,16291,22577,No,22,4,80,37,0,2,16,9,14
35,No,Travel_Rarely,185,Research & Development,4,Medical,Male,91,1,Laboratory Technician,3,Married,2705,9696,No,16,3,80,6,2,4,5,4,0
